Sigla da Unidade da Federação;Código do Município;Nome do Município;PIB;PIB PER CAPITA;Ano
MG;3115003;Cascalho Rico;51.197.818,00;16.747,73;2018
MG;3115102;Cássia;325.984.331,00;18.376,70;2018
MG;3115201;Conceição da Barra de Minas;45.882.651,00;11.580,68;2018
MG;3115300;Cataguases;1.541.017.452,00;20.631,90;2018
MG;3115359;Catas Altas;419.890.326,00;78.778,67;2018
MG;3115409;Catas Altas da Noruega;35.022.153,00;9.650,63;2018
MG;3115458;Catuji;59.943.502,00;9.416,20;2018
MG;3115474;Catuti;39.985.589,00;7.984,34;2018
MG;3115508;Caxambu;336.665.513,00;15.512,40;2018
MG;3115607;Cedro do Abaeté;18.117.619,00;15.471,92;2018
MG;3115706;Central de Minas;73.589.746,00;10.487,35;2018
MG;3115805;Centralina;251.300.166,00;24.105,53;2018
MG;3115904;Chácara;37.116.620,00;11.892,54;2018
MG;3116001;Chalé;75.307.446,00;13.191,00;2018
MG;3116100;Chapada do Norte;97.220.280,00;6.326,15;2018
MG;3116159;Chapada Gaúcha;198.880.044,00;14.845,12;2018
MG;3116209;Chiador;30.916.759,00;11.442,18;2018
MG;3116308;Cipotânea;49.992.719,00;7.380,09;2018
MG;3116407;Claraval;140.865.373,00;29.285,94;2018
MG;3116506;Claro dos Poções;65.041.637,00;8.569,39;2018
MG;3116605;Cláudio;706.609.975,00;24.910,46;2018
MG;3116704;Coimbra;106.625.816,00;14.184,62;2018
MG;3116803;Coluna;86.168.692,00;9.674,27;2018
MG;3116902;Comendador Gomes;113.011.610,00;36.420,11;2018
MG;3117009;Comercinho;53.648.836,00;7.566,83;2018
MG;3117108;Conceição da Aparecida;188.872.366,00;18.406,82;2018
MG;3117207;Conceição das Pedras;38.008.005,00;13.521,17;2018
MG;3117306;Conceição das Alagoas;899.572.663,00;32.801,19;2018
MG;3117405;Conceição de Ipanema;53.508.036,00;11.708,54;2018
MG;3117504;Conceição do Mato Dentro;733.105.345,00;41.556,90;2018
MG;3117603;Conceição do Pará;258.570.055,00;47.184,32;2018
MG;3117702;Conceição do Rio Verde;210.989.535,00;15.525,35;2018
MG;3117801;Conceição dos Ouros;178.926.864,00;15.525,11;2018
MG;3117836;Cônego Marinho;51.529.169,00;6.784,62;2018
MG;3117876;Confins;1.089.953.064,00;163.730,37;2018
MG;3117900;Congonhal;199.847.763,00;16.917,61;2018
MG;3118007;Congonhas;1.708.755.520,00;31.529,18;2018
MG;3118106;Congonhas do Norte;40.347.441,00;7.999,10;2018
MG;3118205;Conquista;330.178.194,00;47.796,50;2018
MG;3118304;Conselheiro Lafaiete;2.111.482.548,00;16.555,58;2018
MG;3118403;Conselheiro Pena;285.556.974,00;12.474,09;2018
MG;3118502;Consolação;24.724.691,00;13.874,69;2018
MG;3118601;Contagem;27.731.702.598,00;42.077,02;2018
MG;3118700;Coqueiral;156.645.057,00;17.043,31;2018
MG;3118809;Coração de Jesus;210.141.477,00;7.902,43;2018
MG;3118908;Cordisburgo;95.119.434,00;10.708,03;2018
MG;3119005;Cordislândia;62.371.909,00;17.649,10;2018
MG;3119104;Corinto;319.188.745,00;13.412,98;2018
MG;3119203;Coroaci;109.437.492,00;10.900,15;2018
MG;3119302;Coromandel;1.004.418.896,00;35.895,18;2018
MG;3119401;Coronel Fabriciano;1.703.056.795,00;15.566,54;2018
MG;3119500;Coronel Murta;80.485.724,00;8.721,90;2018
MG;3119609;Coronel Pacheco;40.402.799,00;13.117,79;2018
MG;3119708;Coronel Xavier Chaves;49.254.000,00;14.376,53;2018
MG;3119807;Córrego Danta;144.119.285,00;44.467,54;2018
MG;3119906;Córrego do Bom Jesus;36.080.538,00;9.714,74;2018
MG;3119955;Córrego Fundo;167.166.944,00;26.576,62;2018
MG;3120003;Córrego Novo;31.551.344,00;11.212,28;2018
MG;3120102;Couto de Magalhães de Minas;43.180.246,00;9.822,62;2018
MG;3120151;Crisólita;56.453.016,00;8.494,28;2018
MG;3120201;Cristais;181.758.792,00;14.356,93;2018
MG;3120300;Cristália;43.986.289,00;7.380,25;2018
MG;3120409;Cristiano Otoni;73.095.067,00;14.207,01;2018
MG;3120508;Cristina;163.905.415,00;15.978,30;2018
MG;3120607;Crucilândia;63.033.261,00;12.571,45;2018
MG;3120706;Cruzeiro da Fortaleza;96.964.470,00;23.455,36;2018
MG;3120805;Cruzília;228.393.316,00;14.871,29;2018
MG;3120839;Cuparaque;51.731.037,00;10.429,64;2018
MG;3120870;Curral de Dentro;62.016.954,00;8.100,44;2018
MG;3120904;Curvelo;1.533.643.105,00;19.260,82;2018
MG;3121001;Datas;49.884.915,00;9.239,66;2018
MG;3121100;Delfim Moreira;101.239.549,00;12.599,82;2018
MG;3121209;Delfinópolis;164.834.822,00;23.222,71;2018
MG;3121258;Delta;350.027.430,00;34.012,97;2018
MG;3121308;Descoberto;64.825.877,00;12.975,56;2018
MG;3121407;Desterro de Entre Rios;136.118.282,00;18.821,67;2018
MG;3121506;Desterro do Melo;34.468.710,00;11.808,40;2018
MG;3121605;Diamantina;757.652.348,00;15.911,38;2018
MG;3121704;Diogo de Vasconcelos;31.781.234,00;8.332,78;2018
MG;3121803;Dionísio;84.026.912,00;10.701,34;2018
MG;3121902;Divinésia;46.823.367,00;13.727,17;2018
MG;3122009;Divino;227.299.060,00;11.431,25;2018
MG;3122108;Divino das Laranjeiras;48.397.859,00;9.710,65;2018
MG;3122207;Divinolândia de Minas;63.314.862,00;8.411,70;2018
MG;3122306;Divinópolis;6.462.981.202,00;27.388,18;2018
MG;3122355;Divisa Alegre;138.047.976,00;20.598,03;2018
MG;3122405;Divisa Nova;89.723.623,00;14.963,91;2018
MG;3122454;Divisópolis;73.361.967,00;6.780,22;2018
MG;3122470;Dom Bosco;51.150.276,00;13.828,14;2018
MG;3122504;Dom Cavati;55.450.369,00;10.879,02;2018
MG;3122603;Dom Joaquim;44.141.790,00;9.848,68;2018
MG;3122702;Dom Silvério;85.637.340,00;16.333,65;2018
MG;3122801;Dom Viçoso;31.112.900,00;10.346,82;2018
MG;3122900;Dona Eusébia;78.243.315,00;11.994,99;2018
MG;3123007;Dores de Campos;271.862.581,00;26.967,82;2018
MG;3123106;Dores de Guanhães;123.371.906,00;23.794,00;2018
MG;3123205;Dores do Indaiá;229.787.358,00;16.969,75;2018
MG;3123304;Dores do Turvo;45.785.920,00;10.675,20;2018
MG;3123403;Doresópolis;49.729.059,00;32.694,98;2018
MG;3123502;Douradoquara;54.995.102,00;28.868,82;2018
MG;3123528;Durandé;98.854.354,00;12.655,79;2018
MG;3123601;Elói Mendes;511.926.388,00;18.399,40;2018
MG;3123700;Engenheiro Caldas;115.774.517,00;10.464,07;2018
MG;3123809;Engenheiro Navarro;66.176.653,00;9.135,37;2018
MG;3123858;Entre Folhas;49.415.911,00;9.215,95;2018
MG;3123908;Entre Rios de Minas;208.177.288,00;13.683,27;2018
MG;3124005;Ervália;302.918.244,00;16.087,86;2018
MG;3124104;Esmeraldas;690.256.337,00;9.832,71;2018
MG;3124203;Espera Feliz;418.423.493,00;16.890,30;2018
MG;3124302;Espinosa;321.127.199,00;10.154,54;2018
MG;3124401;Espírito Santo do Dourado;77.825.540,00;16.654,30;2018
MG;3124500;Estiva;257.992.387,00;22.788,83;2018
MG;3124609;Estrela Dalva;30.667.415,00;12.989,16;2018
MG;3124708;Estrela do Indaiá;96.655.622,00;27.552,91;2018
MG;3124807;Estrela do Sul;573.923.260,00;72.318,96;2018
MG;3124906;Eugenópolis;158.598.696,00;14.137,88;2018
MG;3125002;Ewbank da Câmara;38.341.539,00;9.821,09;2018
MG;3125101;Extrema;9.523.321.082,00;268.459,18;2018
MG;3125200;Fama;39.928.748,00;16.783,84;2018
MG;3125309;Faria Lemos;54.247.383,00;16.630,10;2018
MG;3125408;Felício dos Santos;43.131.034,00;8.978,15;2018
MG;3125507;São Gonçalo do Rio Preto;33.698.877,00;10.660,83;2018
MG;3125606;Felisburgo;57.060.863,00;7.701,56;2018
MG;3125705;Felixlândia;222.533.638,00;14.606,74;2018
MG;3125804;Fernandes Tourinho;39.459.462,00;11.626,24;2018
MG;3125903;Ferros;115.448.927,00;11.604,07;2018
MG;3125952;Fervedouro;110.743.110,00;10.107,06;2018
MG;3126000;Florestal;112.130.689,00;15.181,52;2018
MG;3126109;Formiga;1.695.793.178,00;25.107,98;2018
MG;3126208;Formoso;200.942.710,00;21.306,62;2018
MG;3126307;Fortaleza de Minas;64.838.772,00;14.779,75;2018
MG;3126406;Fortuna de Minas;37.587.148,00;12.841,53;2018
MG;3126505;Francisco Badaró;65.145.227,00;6.298,48;2018
MG;3126604;Francisco Dumont;62.835.378,00;12.114,01;2018
MG;3126703;Francisco Sá;362.002.744,00;13.826,93;2018
MG;3126752;Franciscópolis;71.085.350,00;13.052,76;2018
MG;3126802;Frei Gaspar;54.310.507,00;9.219,23;2018
MG;3126901;Frei Inocêncio;101.666.927,00;10.640,18;2018
MG;3126950;Frei Lagonegro;31.126.044,00;8.972,63;2018
MG;3127008;Fronteira;915.600.300,00;51.725,91;2018
MG;3127057;Fronteira dos Vales;36.180.857,00;7.863,69;2018
MG;3127073;Fruta de Leite;39.626.850,00;7.283,01;2018
MG;3127107;Frutal;1.897.894.826,00;32.188,44;2018
MG;3127206;Funilândia;53.810.110,00;12.502,35;2018
MG;3127305;Galiléia;85.413.115,00;12.480,00;2018
MG;3127339;Gameleiras;40.320.676,00;7.872,06;2018
MG;3127354;Glaucilândia;30.382.255,00;9.688,22;2018
MG;3127370;Goiabeira;38.201.694,00;11.478,87;2018
MG;3127388;Goianá;59.702.007,00;15.152,79;2018
MG;3127404;Gonçalves;62.306.928,00;14.339,91;2018
MG;3127503;Gonzaga;51.135.880,00;8.321,54;2018
MG;3127602;Gouveia;129.590.850,00;10.951,65;2018
MG;3127701;Governador Valadares;6.208.764.862,00;22.278,79;2018
MG;3127800;Grão Mogol;626.828.524,00;39.725,49;2018
MG;3127909;Grupiara;28.731.290,00;20.684,87;2018
MG;3128006;Guanhães;692.581.994,00;20.335,97;2018
MG;3128105;Guapé;237.280.104,00;16.671,12;2018
MG;3128204;Guaraciaba;87.035.542,00;8.423,07;2018
MG;3128253;Guaraciama;59.832.066,00;12.077,53;2018
MG;3128303;Guaranésia;438.099.162,00;23.027,55;2018
MG;3128402;Guarani;125.501.449,00;14.096,53;2018
MG;3128501;Guarará;44.875.874,00;11.753,76;2018
MG;3128600;Guarda-Mor;370.327.196,00;56.186,80;2018
MG;3128709;Guaxupé;2.017.878.994,00;38.992,83;2018
MG;3128808;Guidoval;90.559.677,00;12.745,91;2018
MG;3128907;Guimarânia;155.174.507,00;19.467,38;2018
MG;3129004;Guiricema;87.895.496,00;10.411,69;2018
MG;3129103;Gurinhatã;121.969.815,00;21.383,21;2018
MG;3129202;Heliodora;96.594.455,00;14.806,02;2018
MG;3129301;Iapu;99.349.537,00;9.142,32;2018
MG;3129400;Ibertioga;66.464.249,00;13.205,69;2018
MG;3129509;Ibiá;1.005.215.124,00;40.152,39;2018
MG;3129608;Ibiaí;67.620.607,00;8.097,31;2018
MG;3129657;Ibiracatu;46.009.301,00;7.700,30;2018
MG;3129707;Ibiraci;534.933.946,00;39.083,36;2018
MG;3129806;Ibirité;2.255.471.974,00;12.599,35;2018
MG;3129905;Ibitiúra de Minas;50.323.996,00;14.448,46;2018
MG;3130002;Ibituruna;37.792.220,00;12.673,45;2018
MG;3130051;Icaraí de Minas;80.813.608,00;6.803,06;2018
MG;3130101;Igarapé;686.291.252,00;16.245,12;2018
MG;3130200;Igaratinga;373.626.569,00;34.889,03;2018
MG;3130309;Iguatama;314.849.966,00;39.499,43;2018
MG;3130408;Ijaci;283.700.018,00;43.726,88;2018
MG;3130507;Ilicínea;187.748.234,00;15.260,36;2018
MG;3130556;Imbé de Minas;62.530.622,00;9.108,61;2018
MG;3130606;Inconfidentes;98.053.495,00;13.437,51;2018
MG;3130655;Indaiabira;58.153.868,00;7.898,12;2018
MG;3130705;Indianópolis;430.693.984,00;63.068,38;2018
MG;3130804;Ingaí;61.752.184,00;22.398,33;2018
MG;3130903;Inhapim;305.218.733,00;12.610,26;2018
MG;3131000;Inhaúma;112.502.633,00;18.064,01;2018
MG;3131109;Inimutaba;73.880.877,00;9.894,32;2018
MG;3131158;Ipaba;149.919.086,00;8.130,98;2018
MG;3131208;Ipanema;212.850.063,00;10.795,26;2018
MG;3131307;Ipatinga;11.435.803.161,00;43.757,66;2018
MG;3131406;Ipiaçu;93.638.476,00;22.205,00;2018
MG;3131505;Ipuiúna;134.406.500,00;13.388,44;2018
MG;3131604;Iraí de Minas;239.443.125,00;34.482,02;2018
MG;3131703;Itabira;6.620.079.805,00;55.544,11;2018
MG;3131802;Itabirinha;112.642.860,00;9.841,24;2018
MG;3131901;Itabirito;5.010.762.615,00;97.711,87;2018
MG;3132008;Itacambira;58.749.729,00;10.975,10;2018
MG;3132107;Itacarambi;190.882.861,00;10.521,60;2018
MG;3132206;Itaguara;274.727.440,00;20.690,42;2018
MG;3132305;Itaipé;89.411.814,00;7.050,85;2018
MG;3132404;Itajubá;2.993.163.664,00;31.052,96;2018
MG;3132503;Itamarandiba;511.028.015,00;14.800,82;2018
MG;3132602;Itamarati de Minas;59.128.024,00;13.645,98;2018
MG;3132701;Itambacuri;270.899.020,00;11.670,65;2018
MG;3132800;Itambé do Mato Dentro;24.748.331,00;11.745,77;2018
MG;3132909;Itamogi;184.890.704,00;18.075,15;2018
MG;3133006;Itamonte;866.270.242,00;56.105,59;2018
MG;3133105;Itanhandu;402.398.837,00;26.411,06;2018
MG;3133204;Itanhomi;115.843.276,00;9.486,02;2018
MG;3133303;Itaobim;270.101.079,00;12.803,43;2018
MG;3133402;Itapagipe;410.185.859,00;27.161,03;2018
MG;3133501;Itapecerica;483.053.451,00;22.196,09;2018
MG;3133600;Itapeva;513.763.216,00;53.063,75;2018
MG;3133709;Itatiaiuçu;1.548.609.192,00;140.310,70;2018
MG;3133758;Itaú de Minas;455.200.581,00;28.425,16;2018
MG;3133808;Itaúna;3.101.335.058,00;33.505,85;2018
MG;3133907;Itaverava;49.871.279,00;9.117,24;2018
MG;3134004;Itinga;122.876.160,00;8.215,84;2018
MG;3134103;Itueta;70.903.870,00;11.741,00;2018
MG;3134202;Ituiutaba;2.769.757.899,00;26.615,14;2018
MG;3134301;Itumirim;59.627.824,00;9.859,10;2018
MG;3134400;Iturama;2.149.543.367,00;55.369,21;2018
MG;3134509;Itutinga;116.042.450,00;30.465,33;2018
MG;3134608;Jaboticatubas;219.847.507,00;11.070,98;2018
MG;3134707;Jacinto;103.586.116,00;8.401,83;2018
MG;3134806;Jacuí;114.593.386,00;14.919,07;2018
MG;3134905;Jacutinga;692.706.027,00;26.970,33;2018
MG;3135001;Jaguaraçu;71.504.256,00;22.888,69;2018
MG;3135050;Jaíba;532.180.124,00;13.854,17;2018
MG;3135076;Jampruca;54.587.863,00;10.150,22;2018
MG;3135100;Janaúba;1.123.225.590,00;15.761,25;2018
MG;3135209;Januária;687.277.657,00;10.162,62;2018
MG;3135308;Japaraíba;72.076.971,00;16.707,69;2018
MG;3135357;Japonvar;59.879.294,00;6.998,51;2018
MG;3135407;Jeceaba;1.016.765.204,00;204.457,11;2018
MG;3135456;Jenipapo de Minas;70.896.930,00;9.273,63;2018
MG;3135506;Jequeri;139.069.122,00;11.161,25;2018
MG;3135605;Jequitaí;78.253.651,00;10.300,60;2018
MG;3135704;Jequitibá;90.216.756,00;17.299,47;2018
MG;3135803;Jequitinhonha;228.014.855,00;9.010,66;2018
MG;3135902;Jesuânia;61.287.667,00;12.781,58;2018
MG;3136009;Joaíma;134.621.627,00;8.735,99;2018
MG;3136108;Joanésia;80.537.249,00;17.230,90;2018
MG;3136207;João Monlevade;2.922.630.921,00;36.814,98;2018
MG;3136306;João Pinheiro;1.465.894.328,00;30.186,66;2018
MG;3136405;Joaquim Felício;44.022.298,00;9.442,79;2018
MG;3136504;Jordânia;90.632.106,00;8.407,43;2018
MG;3136520;José Gonçalves de Minas;44.743.726,00;9.907,82;2018
MG;3136553;José Raydan;51.530.054,00;10.435,41;2018
MG;3136579;Josenópolis;37.126.893,00;7.664,51;2018
MG;3136603;Nova União;85.675.196,00;14.983,42;2018
MG;3136652;Juatuba;1.204.884.162,00;45.494,80;2018
MG;3136702;Juiz de Fora;16.923.043.905,00;29.988,91;2018
MG;3136801;Juramento;38.620.681,00;8.948,26;2018
MG;3136900;Juruaia;153.204.694,00;14.673,37;2018
MG;3136959;Juvenília;51.073.261,00;8.908,64;2018
MG;3137007;Ladainha;118.446.600,00;6.570,88;2018
MG;3137106;Lagamar;166.842.333,00;21.875,22;2018
MG;3137205;Lagoa da Prata;1.811.610.560,00;35.108,05;2018
MG;3137304;Lagoa dos Patos;41.724.265,00;10.117,43;2018
MG;3137403;Lagoa Dourada;222.120.409,00;17.148,18;2018
MG;3137502;Lagoa Formosa;344.443.459,00;19.145,32;2018
MG;3137536;Lagoa Grande;239.951.568,00;25.380,96;2018
MG;3137601;Lagoa Santa;1.648.496.583,00;26.018,35;2018
MG;3137700;Lajinha;343.550.005,00;17.239,56;2018
MG;3137809;Lambari;321.020.118,00;15.494,00;2018
MG;3137908;Lamim;41.621.682,00;12.227,29;2018
MG;3138005;Laranjal;77.559.133,00;11.429,29;2018
MG;3138104;Lassance;126.403.770,00;19.381,14;2018
MG;3138203;Lavras;2.615.330.489,00;25.458,79;2018
MG;3138302;Leandro Ferreira;40.148.373,00;12.418,30;2018
MG;3138351;Leme do Prado;49.825.838,00;10.137,51;2018
MG;3138401;Leopoldina;1.013.874.114,00;19.300,12;2018
MG;3138500;Liberdade;72.304.035,00;14.152,29;2018
MG;3138609;Lima Duarte;276.680.293,00;16.596,50;2018
MG;3138625;Limeira do Oeste;389.774.271,00;52.101,89;2018
MG;3138658;Lontra;69.408.978,00;7.705,26;2018
MG;3138674;Luisburgo;80.824.608,00;12.880,42;2018
MG;3138682;Luislândia;47.866.383,00;7.165,63;2018
MG;3138708;Luminárias;90.592.238,00;16.610,24;2018
MG;3138807;Luz;503.372.001,00;27.700,42;2018
MG;3138906;Machacalis;81.851.462,00;11.512,16;2018
MG;3139003;Machado;1.056.756.126,00;25.254,66;2018
MG;3139102;Madre de Deus de Minas;163.192.825,00;32.080,37;2018
MG;3139201;Malacacheta;193.767.846,00;10.361,92;2018
MG;3139250;Mamonas;47.821.886,00;7.321,17;2018
MG;3139300;Manga;194.455.455,00;10.457,97;2018
MG;3139409;Manhuaçu;2.092.768.001,00;23.446,80;2018
MG;3139508;Manhumirim;471.809.382,00;20.869,13;2018
MG;3139607;Mantena;391.821.175,00;14.175,87;2018
MG;3139706;Maravilhas;140.686.153,00;17.799,36;2018
MG;3139805;Mar de Espanha;171.106.592,00;13.446,49;2018
MG;3139904;Maria da Fé;165.837.867,00;11.731,60;2018
MG;3140001;Mariana;2.753.719.233,00;45.786,96;2018
MG;3140100;Marilac;41.654.759,00;10.076,14;2018
MG;3140159;Mário Campos;155.824.795,00;10.246,91;2018
MG;3140209;Maripá de Minas;54.812.362,00;18.523,95;2018
MG;3140308;Marliéria;43.071.678,00;10.650,76;2018
MG;3140407;Marmelópolis;32.330.163,00;11.612,85;2018
MG;3140506;Martinho Campos;333.759.232,00;25.038,20;2018
MG;3140530;Martins Soares;199.203.550,00;24.003,32;2018
MG;3140555;Mata Verde;68.082.236,00;7.985,25;2018
MG;3140605;Materlândia;43.630.683,00;9.734,65;2018
MG;3140704;Mateus Leme;697.590.920,00;22.650,53;2018
MG;3140803;Matias Barbosa;530.476.822,00;36.877,08;2018
MG;3140852;Matias Cardoso;114.923.921,00;10.400,35;2018
MG;3140902;Matipó;379.540.303,00;20.179,73;2018
MG;3141009;Mato Verde;125.196.831,00;10.009,34;2018
MG;3141108;Matozinhos;1.019.637.458,00;27.209,92;2018
MG;3141207;Matutina;68.601.432,00;18.254,77;2018
MG;3141306;Medeiros;124.894.596,00;33.119,75;2018
MG;3141405;Medina;211.654.265,00;10.135,73;2018
MG;3141504;Mendes Pimentel;56.014.505,00;8.689,81;2018
MG;3141603;Mercês;119.189.352,00;11.118,41;2018
MG;3141702;Mesquita;45.813.694,00;8.085,72;2018
MG;3141801;Minas Novas;298.226.774,00;9.476,24;2018
MG;3141900;Minduri;69.348.861,00;17.800,02;2018
MG;3142007;Mirabela;126.405.025,00;9.323,97;2018
MG;3142106;Miradouro;129.322.046,00;12.062,50;2018
MG;3142205;Miraí;253.141.096,00;16.974,53;2018
MG;3142254;Miravânia;37.520.271,00;7.718,63;2018
MG;3142304;Moeda;58.003.545,00;11.827,80;2018
MG;3142403;Moema;112.500.355,00;15.042,17;2018
MG;3142502;Monjolos;28.153.894,00;12.568,70;2018
MG;3142601;Monsenhor Paulo;176.143.134,00;20.368,08;2018
MG;3142700;Montalvânia;131.229.647,00;8.741,65;2018
MG;3142809;Monte Alegre de Minas;529.809.302,00;25.230,22;2018
MG;3142908;Monte Azul;194.024.756,00;9.231,80;2018
MG;3143005;Monte Belo;263.283.914,00;19.976,02;2018
MG;3143104;Monte Carmelo;1.127.893.330,00;23.654,49;2018
MG;3143153;Monte Formoso;34.465.158,00;7.049,53;2018
MG;3143203;Monte Santo de Minas;404.353.964,00;18.777,47;2018
MG;3143302;Montes Claros;9.441.519.313,00;23.323,68;2018
MG;3143401;Monte Sião;411.200.942,00;17.446,69;2018
MG;3143450;Montezuma;68.800.109,00;8.410,77;2018
MG;3143500;Morada Nova de Minas;311.059.579,00;35.287,53;2018
MG;3143609;Morro da Garça;46.522.439,00;18.698,73;2018
MG;3143708;Morro do Pilar;32.550.624,00;10.137,22;2018
MG;3143807;Munhoz;89.050.583,00;14.682,70;2018
MG;3143906;Muriaé;2.149.761.837,00;19.884,40;2018
MG;3144003;Mutum;378.094.760,00;14.005,07;2018
MG;3144102;Muzambinho;390.638.656,00;18.968,57;2018
MG;3144201;Nacip Raydan;28.593.501,00;8.882,73;2018
MG;3144300;Nanuque;707.305.045,00;17.319,35;2018
MG;3144359;Naque;74.309.215,00;10.708,92;2018
MG;3144375;Natalândia;45.818.683,00;13.825,79;2018
MG;3144409;Natércia;75.324.243,00;15.921,42;2018
MG;3144508;Nazareno;310.794.168,00;36.328,95;2018
MG;3144607;Nepomuceno;457.334.485,00;17.122,86;2018
MG;3144656;Ninheira;85.135.419,00;8.295,37;2018
MG;3144672;Nova Belém;41.187.183,00;12.653,51;2018
MG;3144706;Nova Era;344.478.077,00;19.564,84;2018
MG;3144805;Nova Lima;10.439.694.337,00;111.562,61;2018
MG;3144904;Nova Módica;43.727.870,00;12.056,21;2018
MG;3145000;Nova Ponte;1.140.198.912,00;74.620,35;2018
MG;3145059;Nova Porteirinha;105.525.998,00;14.062,63;2018
MG;3145109;Nova Resende;275.026.630,00;16.557,89;2018
MG;3145208;Nova Serrana;2.368.040.313,00;23.734,99;2018
MG;3145307;Novo Cruzeiro;235.921.391,00;7.531,17;2018
MG;3145356;Novo Oriente de Minas;92.735.565,00;8.641,84;2018
MG;3145372;Novorizonte;51.366.120,00;9.741,35;2018
MG;3145406;Olaria;24.157.786,00;13.610,02;2018
MG;3145455;Olhos-d'Água;157.017.300,00;26.091,28;2018
MG;3145505;Olímpio Noronha;33.644.150,00;12.167,87;2018
MG;3145604;Oliveira;857.306.670,00;20.643,57;2018
MG;3145703;Oliveira Fortes;31.078.277,00;14.549,75;2018
MG;3145802;Onça de Pitangui;51.372.329,00;16.339,80;2018
MG;3145851;Oratórios;50.666.604,00;10.903,08;2018
MG;3145877;Orizânia;85.543.111,00;10.754,73;2018
MG;3145901;Ouro Branco;4.075.205.580,00;104.169,26;2018
MG;3146008;Ouro Fino;712.619.499,00;21.284,30;2018
MG;3146107;Ouro Preto;6.831.107.799,00;92.319,75;2018
MG;3146206;Ouro Verde de Minas;48.963.871,00;8.223,69;2018
MG;3146255;Padre Carvalho;55.339.209,00;8.739,61;2018
MG;3146305;Padre Paraíso;172.563.102,00;8.605,78;2018
MG;3146404;Paineiras;59.441.609,00;13.179,96;2018
MG;3146503;Pains;286.791.631,00;34.678,55;2018
MG;3146552;Pai Pedro;44.555.389,00;7.323,37;2018
MG;3146602;Paiva;23.637.977,00;15.399,33;2018
MG;3146701;Palma;72.994.935,00;11.024,76;2018
MG;3146750;Palmópolis;49.030.259,00;8.645,79;2018
MG;3146909;Papagaios;259.373.430,00;16.687,48;2018
MG;3147006;Paracatu;4.309.964.120,00;46.629,49;2018
MG;3147105;Pará de Minas;2.893.644.372,00;31.080,70;2018
MG;3147204;Paraguaçu;469.315.793,00;21.912,21;2018
