CÓDIGO SIAFI;CNPJ;DESCRIÇÃO;UF;CÓDIGO IBGE
7133;4,48477E+13;SERRA NEGRA;SP;3551603
7135;4,53718E+13;SERTAOZINHO;SP;3551702
7139;4,65962E+13;SEVERINIA;SP;3551900
7151;4,65231E+13;SUZANO;SP;3552502
7155;7,19897E+13;TABATINGA;SP;3552700
7159;5,53543E+13;TACIBA;SP;3552908
7163;4,45447E+13;TAIACU;SP;3553104
7171;4,66345E+13;TAPIRAI;SP;3553500
7175;7,21308E+13;TAQUARITINGA;SP;3553708
7179;4,48734E+13;TARABAI;SP;3553906
7183;4,5176E+13;TAUBATE;SP;3554102
7187;4,49515E+13;TEODORO SAMPAIO;SP;3554300
7195;4,63642E+13;TORRINHA;SP;3554706
7199;4,66019E+13;TRES FRONTEIRAS;SP;3554904
7203;4,64651E+13;TUPI PAULISTA;SP;3555109
7207;4,51395E+13;TURMALINA;SP;3555307
7215;4,57264E+13;UNIAO PAULISTA;SP;3555703
7219;4,45562E+13;URU;SP;3555901
7227;7,28366E+13;VALPARAISO;SP;3556305
7237;4,64467E+13;VINHEDO;SP;3556701
7243;4,66341E+13;VOTORANTIM;SP;3557006
7247;5,47248E+13;BOREBI;SP;3507456
7251;6,57126E+13;EMBAUBA;SP;3514957
7255;6,76624E+13;EUCLIDES DA CUNHA PAULISTA;SP;3515350
7259;5,72639E+13;IARAS;SP;3519253
7265;6,76625E+13;ROSANA;SP;3544251
7273;5,14551E+13;VARGEM GRANDE PAULISTA;SP;3556453
7299;9,24063E+13;IBIRAPUITA;RS;4309951
7305;9,15669E+13;VISTA ALEGRE DO PRATA;RS;4323606
7309;9,24061E+13;VILA MARIA;RS;4323408
7315;9,24572E+13;SILVEIRA MARTINS;RS;4320651
7319;9,24062E+13;VANINI;RS;4322558
7323;9,24064E+13;TUNAS;RS;4322152
7327;9,23991E+13;TRES PALMEIRAS;RS;4321857
7331;9,24538E+13;TRES ARROIOS;RS;4321634
7335;9,19971E+13;SEDE NOVA;RS;4320230
7337;9,19954E+13;SANTA MARIA DO HERVAL;RS;4316956
7341;8,99718E+13;SAO MIGUEL DAS MISSOES;RS;4319158
7345;9,24065E+13;SAO JOSE DO HERVAL;RS;4318465
7349;9,04831E+13;SAO JOAO DA URTIGA;RS;4318424
7353;9,24016E+13;RIOZINHO;RS;4315750
7357;9,15748E+13;QUINZE DE NOVEMBRO;RS;4315354
7361;9,24548E+13;PROGRESSO;RS;4315156
7365;9,16933E+13;POCO DAS ANTAS;RS;4314753
7373;9,20002E+13;PARAISO DO SUL;RS;4314027
7377;9,11103E+13;NOVA ROMA DO SUL;RS;4313359
7381;9,24554E+13;NOVA ESPERANCA DO SUL;RS;4313037
7385;9,15587E+13;MORRO REDONDO;RS;4312450
7389;9,24063E+13;LAGOAO;RS;4311254
7393;9,20056E+13;JABOTICABA;RS;4310850
7397;9,1573E+13;ITACURUBI;RS;4310553
7403;7,61056E+13;ADRIANOPOLIS;PR;4100202
7405;7,61057E+13;AGUDOS DO SUL;PR;4100301
7407;7,61057E+13;ALMIRANTE TAMANDARE;PR;4100400
7411;7,62474E+13;ALTO PIQUIRI;PR;4100707
7419;7,62358E+13;ANDIRA;PR;4101101
7423;7,60205E+13;ANTONIO OLINTO;PR;4101309
7427;7,6959E+13;ARAPONGAS;PR;4101507
7429;7,56584E+13;ARAPOTI;PR;4101606
7431;7,53598E+13;ARARUNA;PR;4101705
7433;7,57713E+13;MARILANDIA DO SUL;PR;4114906
7437;7,62907E+13;ASSAI;PR;4101903
7439;7,57434E+13;ASTORGA;PR;4102109
7443;7,61055E+13;BALSA NOVA;PR;4102307
7447;7,69501E+13;BARBOSA FERRAZ;PR;4102505
7449;7,56661E+13;BARRACAO;PR;4102604
7455;8,16489E+13;BITURUNA;PR;4102901
7459;7,61056E+13;BOCAIUVA DO SUL;PR;4103107
7463;7,57408E+13;BORRAZOPOLIS;PR;4103305
7467;7,57713E+13;CALIFORNIA;PR;4103503
7471;7,57321E+13;CAMBE;PR;4103701
7475;7,69501E+13;CAMPINA DA LAGOA;PR;4103909
7479;7,60027E+13;CAMPO DO TENENTE;PR;4104105
7483;7,59045E+13;CAMPO MOURAO;PR;4104303
7487;7,59728E+13;CAPANEMA;PR;4104501
7491;7,69658E+13;CARLOPOLIS;PR;4104709
7495;7,70013E+13;CASTRO;PR;4104907
7501;7,61056E+13;CERRO AZUL;PR;4105201
7505;7,63098E+13;CIANORTE;PR;4105508
7509;7,61612E+13;CLEVELANDIA;PR;4105706
7519;7,59684E+13;CONSELHEIRO MAIRINCK;PR;4106100
7523;7,62088E+13;CORBELIA;PR;4106308
7527;7,69955E+13;CORONEL VIVIDA;PR;4106506
7529;7,63819E+13;CRUZEIRO DO OESTE;PR;4106605
7535;7,6417E+13;CURITIBA;PR;4106902
7536;;DEMAIS MUNICIPIOS;PR;0
7539;7,69721E+13;DIAMANTE DO NORTE;PR;4107108
7543;7,62827E+13;DOUTOR CAMARGO;PR;4107306
7547;7,695E+13;ENGENHEIRO BELTRAO;PR;4107504
7551;7,695E+13;FENIX;PR;4107702
7559;7,57724E+13;FLORIDA;PR;4108106
7563;7,62066E+13;FOZ DO IGUACU;PR;4108304
7567;7,56877E+13;GENERAL CARNEIRO;PR;4108502
7571;7,78572E+13;GUAIRA;PR;4108809
7575;7,54438E+13;GUAPIRAMA;PR;4109005
7579;7,58455E+13;GUARACI;PR;4109203
7583;7,6178E+13;GUARAPUAVA;PR;4109401
7587;7,60175E+13;GUARATUBA;PR;4109609
7589;7,70081E+13;IBAITI;PR;4109708
7591;7,6245E+13;IBIPORA;PR;4109807
7593;7,62473E+13;ICARAIMA;PR;4109906
7595;7,57725E+13;IGUARACU;PR;4110003
7599;7,6178E+13;INACIO MARTINS;PR;4110201
7603;7,61759E+13;IPIRANGA;PR;4110508
7607;7,56546E+13;IRATI;PR;4110706
7611;7,69704E+13;ITAGUAJE;PR;4110904
7615;7,62827E+13;ITAMBE;PR;4111100
7619;7,54588E+13;ITAUNA DO SUL;PR;4111308
7623;7,57413E+13;IVAIPORA;PR;4111506
7627;7,59697E+13;JABOTI;PR;4111704
7639;7,59699E+13;JAPIRA;PR;4112306
7643;7,57414E+13;JARDIM ALEGRE;PR;4112504
7647;7,6245E+13;JATAIZINHO;PR;4112702
7651;7,64081E+13;JUNDIAI DO SUL;PR;4112900
7655;7,57712E+13;KALORE;PR;4113106
7659;7,6206E+13;LARANJEIRAS DO SUL;PR;4113304
7663;7,69721E+13;LOANDA;PR;4113502
7667;7,57715E+13;LONDRINA;PR;4113700
7675;7,62853E+13;MANDAGUACU;PR;4114104
7679;7,61056E+13;MANDIRITUBA;PR;4114302
7683;7,62058E+13;MARECHAL CANDIDO RONDON;PR;4114609
7687;7,62827E+13;MARIALVA;PR;4114807
7691;7,62827E+13;MARINGA;PR;4115200
7695;7,62057E+13;MARMELEIRO;PR;4115408
7699;7,62065E+13;MATELANDIA;PR;4115606
7711;7,53521E+13;MUNHOZ DE MELO;PR;4116307
7715;7,64131E+13;NOVA ALIANCA DO IVAI;PR;4116505
7717;7,58272E+13;NOVA AMERICA DA COLINA;PR;4116604
7721;7,5731E+13;NOVA ESPERANCA;PR;4116901
7725;8,1045E+13;NOVA LONDRINA;PR;4117107
7729;7,62827E+13;OURIZONA;PR;4117404
7733;7,61612E+13;PALMAS;PR;4117602
7737;7,568E+13;PALMITAL;PR;4117800
7741;7,54766E+13;PARAISO DO NORTE;PR;4118006
7745;7,60175E+13;PARANAGUA;PR;4118204
7749;7,69778E+13;PARANAVAI;PR;4118402
7753;7,5688E+13;PAULA FREITAS;PR;4118600
7755;7,70075E+13;PAULO FRONTIN;PR;4118709
7757;7,53701E+13;PEABIRU;PR;4118808
7759;7,59243E+13;PEROLA D'OESTE;PR;4119004
7761;7,60027E+13;PIEN;PR;4119103
7765;7,6178E+13;PINHAO;PR;4119301
7769;7,61057E+13;PIRAQUARA;PR;4119509
7773;7,54614E+13;PLANALTINA DO PARANA;PR;4119707
7777;7,61759E+13;PONTA GROSSA;PR;4119905
7781;7,61798E+13;PORTO AMAZONAS;PR;4120101
7785;7,56884E+13;PORTO VITORIA;PR;4120309
7789;7,62451E+13;PRIMEIRO DE MAIO;PR;4120507
7791;7,70034E+13;PRUDENTOPOLIS;PR;4120606
7795;7,61056E+13;QUATRO BARRAS;PR;4120804
7799;7,695E+13;QUINTA DO SOL;PR;4121109
7807;7,77749E+13;REBOUCAS;PR;4121505
7811;7,61699E+13;RESERVA;PR;4121703
7815;7,69681E+13;RIBEIRAO DO PINHAL;PR;4121901
7823;7,60026E+13;RIO NEGRO;PR;4122305
7835;7,69208E+13;SALTO DO ITARARE;PR;4122909
7839;7,62357E+13;SANTA AMELIA;PR;4123105
7843;7,54628E+13;SANTA CRUZ DE MONTE CASTELO;PR;4123303
7851;7,62057E+13;SANTA IZABEL DO OESTE;PR;4123808
7855;7,69208E+13;SANTANA DO ITARARE;PR;4124004
7861;7,54832E+13;SANTO ANTONIO DO CAIUA;PR;4124202
7863;7,58322E+13;SANTO ANTONIO DO PARAISO;PR;4124301
7869;7,62907E+13;SAO JERONIMO DA SERRA;PR;4124707
7873;7,62384E+13;SAO JOAO DO CAIUA;PR;4124905
7877;7,51935E+13;SAO JOAO DO TRIUNFO;PR;4125100
7881;7,69954E+13;SAO JORGE D'OESTE;PR;4125209
7889;7,62065E+13;SAO MIGUEL DO IGUACU;PR;4125704
7891;7,57713E+13;SAO PEDRO DO IVAI;PR;4125803
7895;7,62907E+13;SAO SEBASTIAO DA AMOREIRA;PR;4126009
7899;7,61677E+13;SAPOPEMA;PR;4126207
7915;7,61702E+13;TELEMACO BORBA;PR;4127106
7917;7,57938E+13;TERRA BOA;PR;4127205
7921;7,55872E+13;TERRA ROXA;PR;4127403
7925;7,61056E+13;TIJUCAS DO SUL;PR;4127601
7931;7,62473E+13;TUNEIRAS DO OESTE;PR;4127908
7933;7,69501E+13;UBIRATA;PR;4128005
7941;7,54245E+13;URAI;PR;4128401
7945;7,56365E+13;VERE;PR;4128609
7951;8,14781E+13;ALTONIA;PR;4100509
7953;7,62085E+13;ASSIS CHATEAUBRIAND;PR;4102000
7957;7,62065E+13;CEU AZUL;PR;4105300
7959;7,57413E+13;GRANDES RIOS;PR;4108700
7963;7,60175E+13;MATINHOS;PR;4115705
7967;7,57996E+13;NOVA OLIMPIA;PR;4117206
7971;7,62065E+13;SANTA HELENA;PR;4123501
7979;7,71167E+13;NOVA SANTA ROSA;PR;4117222
7981;7,8122E+13;BOA VISTA DA APARECIDA;PR;4103057
7983;7,81219E+13;BRAGANEY;PR;4103354
7991;7,81138E+13;PRANCHITA;PR;4120358
7997;7,73982E+13;JESUITAS;PR;4112751
7999;7,78705E+13;SAO JORGE DO PATROCINIO;PR;4125357
8001;8,30099E+13;ABELARDO LUZ;SC;4200101
8005;8,31026E+13;AGRONOMICA;SC;4200309
8009;8,28042E+13;AGUAS DE CHAPECO;SC;4200507
8013;8,31026E+13;ALFREDO WAGNER;SC;4200705
8017;8,29512E+13;ANGELINA;SC;4200903
8025;8,31022E+13;ARAQUARI;SC;4201307
8033;8,31028E+13;ASCURRA;SC;4201703
8037;8,31026E+13;AURORA;SC;4201901
8041;8,31028E+13;BARRA VELHA;SC;4202107
8049;8,27773E+13;BOM RETIRO;SC;4202602
8053;8,29266E+13;BRACO DO NORTE;SC;4202800
8057;8,30743E+13;CACADOR;SC;4203006
8061;8,31023E+13;CAMBORIU;SC;4203204
8069;8,29392E+13;CAMPOS NOVOS;SC;4203600
8073;8,31024E+13;CANOINHAS;SC;4203808
8077;8,29394E+13;CATANDUVAS;SC;4204004
8079;8,30218E+13;CAXAMBU DO SUL;SC;4204103
8081;8,30218E+13;CHAPECO;SC;4204202
8089;8,29168E+13;CRICIUMA;SC;4204608
8093;8,3754E+13;CURITIBANOS;SC;4204806
8097;8,30268E+13;DIONISIO CERQUEIRA;SC;4205001
8108;;DEMAIS MUNICIPIOS;SC;0
8109;8,30099E+13;GALVAO;SC;4205605
8111;8,28924E+13;GOVERNADOR CELSO RAMOS;SC;4206009
8115;8,31028E+13;GARUVA;SC;4205803
8121;8,29266E+13;GRAVATAL;SC;4206207
8125;8,28212E+13;GUARACIABA;SC;4206405
8129;8,3027E+13;GUARUJA DO SUL;SC;4206603
8137;8,29168E+13;ICARA;SC;4207007
8141;8,25389E+13;IMARUI;SC;4207205
8145;8,31026E+13;IMBUIA;SC;4207403
8149;8,28143E+13;IPIRA;SC;4207601
8153;8,29395E+13;IRANI;SC;4207809
8161;8,31023E+13;ITAJAI;SC;4208203
8169;8,29395E+13;JABORA;SC;4208609
8173;8,29287E+13;JAGUARUNA;SC;4208807
8177;8,29394E+13;JOACABA;SC;4209003
8181;8,29395E+13;LACERDOPOLIS;SC;4209201
8185;8,29287E+13;LAGUNA;SC;4209409
8189;8,25589E+13;LAURO MULLER;SC;4209607
8193;8,29244E+13;LEOBERTO LEAL;SC;4209805
8197;8,31023E+13;LUIZ ALVES;SC;4210001
8201;8,28457E+13;MAJOR GERCINO;SC;4210209
8205;8,28212E+13;MARAVILHA;SC;4210506
8209;8,31026E+13;MATOS COSTA;SC;4210704
8217;8,31025E+13;MONTE CASTELO;SC;4211108
8221;8,31029E+13;NAVEGANTES;SC;4211306
8225;8,2925E+13;NOVA TRENTO;SC;4211504
8229;8,29265E+13;ORLEANS;SC;4211702
8237;8,53619E+13;PALMITOS;SC;4212106
8241;8,28924E+13;PAULO LOPES;SC;4212304
8245;8,31023E+13;PENHA;SC;4212502
8249;8,31027E+13;PETROLANDIA;SC;4212700
8253;8,30219E+13;PINHALZINHO;SC;4212908
8261;8,37559E+13;PONTE ALTA;SC;4213302
8265;8,25758E+13;PORTO BELO;SC;4213500
8269;8,31027E+13;POUSO REDONDO;SC;4213708
8273;8,27772E+13;PRESIDENTE CASTELLO BRANCO;SC;4213906
8277;8,31027E+13;PRESIDENTE NEREU;SC;4214102
8285;8,31027E+13;RIO DO CAMPO;SC;4214508
8289;8,31028E+13;RIO DOS CEDROS;SC;4214706
8291;8,31026E+13;RIO DO SUL;SC;4214805
8295;8,31028E+13;RIO NEGRINHO;SC;4215000
8299;8,28212E+13;ROMELANDIA;SC;4215208
8307;8,29266E+13;SANTA ROSA DE LIMA;SC;4215604
8311;8,60514E+13;SAO BENTO DO SUL;SC;4215802
8315;8,29457E+13;SAO CARLOS;SC;4216008
8331;8,27773E+13;SAO JOSE DO CERRITO;SC;4216800
8335;8,29265E+13;SAO LUDGERO;SC;4217006
8339;8,28212E+13;SAO MIGUEL DO OESTE;SC;4217204
8343;8,31025E+13;SCHROEDER;SC;4217402
8347;8,29294E+13;SIDEROPOLIS;SC;4217600
8355;8,25776E+13;TIJUCAS;SC;4218004
8357;8,31028E+13;TIMBO;SC;4218202
8361;8,29287E+13;TREZE DE MAIO;SC;4218400
8365;8,31027E+13;TROMBUDO CENTRAL;SC;4218608
8373;8,29302E+13;URUSSANGA;SC;4219002
8377;8,31024E+13;VIDAL RAMOS;SC;4219200
8381;8,31024E+13;WITMARSUM;SC;4219408
8385;8,30099E+13;XAVANTINA;SC;4219606
8389;8,28448E+13;BOM JARDIM DA SERRA;SC;4202503
8391;8,2915E+13;MARACAJA;SC;4210407
8399;9,05445E+13;IPE;RS;4310439
8401;9,20002E+13;IBARAMA;RS;4309753
8407;9,13386E+13;GLORINHA;RS;4309050
8411;9,15669E+13;FAGUNDES VARELA;RS;4307864
8415;9,24062E+13;ERNESTINA;RS;4307054
8419;8,99718E+13;ENTRE-IJUIS;RS;4306932
8423;9,23247E+13;ELDORADO DO SUL;RS;4306767
8427;9,02215E+13;DOIS LAJEADOS;RS;4306452
8431;9,01522E+13;CRISTAL;RS;4306056
8435;9,23247E+13;CERRO GRANDE DO SUL;RS;4305173
8441;9,04831E+13;CASEIROS;RS;4304952
8445;9,24062E+13;CAMPOS BORGES;RS;4304101
8451;7,828E+13;CANTAGALO;PR;4104451
8455;7,80691E+13;ALTAMIRA DO PARANA;PR;4100459
8457;7,80637E+13;FIGUEIRA;PR;4107751
8461;7,82005E+13;SARANDI;PR;4126256
8467;7,54253E+13;SANTA TEREZINHA DE ITAIPU;PR;4124053
8469;7,81018E+13;MISSAL;PR;4116059
8475;8,08696E+13;CAMPO BONITO;PR;4104055
8477;8,08699E+13;SULINA;PR;4126652
8479;8,08887E+13;CORUMBATAI DO SUL;PR;4106555
8481;8,08887E+13;LUIZIANA;PR;4113734
8483;9,24548E+13;BOQUEIRAO DO LEAO;RS;4302451
8493;9,01523E+13;AMARAL FERRADOR;RS;4300638
8495;9,24061E+13;ALTO ALEGRE;RS;4300554
8499;9,24065E+13;AGUA SANTA;RS;4300059
8505;8,76128E+13;ALECRIM;RS;4300307
8517;8,76135E+13;ARATIBA;RS;4300901
8519;8,72973E+13;ARROIO DO MEIO;RS;4301008
8523;8,7591E+13;ARROIO DO TIGRE;RS;4301206
8525;8,88604E+13;ARROIO GRANDE;RS;4301305
8529;8,76132E+13;AUGUSTO PESTANA;RS;4301503
8531;8,80733E+13;BAGE;RS;4301602
8533;8,76135E+13;BARAO DE COTEGIPE;RS;4301701
8535;8,76136E+13;BARRACAO;RS;4301800
8541;8,78499E+13;BENTO GONCALVES;RS;4302105
8545;8,78512E+13;BOM JESUS;RS;4302303
8551;8,76132E+13;BRAGA;RS;4302600
8553;8,81177E+13;BUTIA;RS;4302709
8557;8,86049E+13;CACEQUI;RS;4302907
8561;8,79908E+13;CACHOEIRINHA;RS;4303103
8565;8,7613E+13;CAIBATE;RS;4303301
8567;8,76129E+13;CAICARA;RS;4303400
8569;8,86968E+13;CAMAQUA;RS;4303509
8571;8,87569E+13;CAMBARA DO SUL;RS;4303608
8573;8,76129E+13;CAMPINA DAS MISSOES;RS;4303707
8575;8,76134E+13;CAMPINAS DO SUL;RS;4303806
8579;8,76132E+13;CAMPO NOVO;RS;4304002
8591;8,76135E+13;CARAZINHO;RS;4304705
8595;8,75966E+13;CASCA;RS;4304903
8599;8,88306E+13;CAXIAS DO SUL;RS;4305108
8603;8,76132E+13;CHAPADA;RS;4305306
8605;8,76131E+13;CHIAPETTA;RS;4305405
8609;8,76135E+13;COLORADO;RS;4305603
8613;8,77089E+13;CONSTANTINA;RS;4305801
8617;8,76131E+13;CRISSIUMAL;RS;4306007
8621;8,7298E+13;CRUZEIRO DO SUL;RS;4306205
8625;8,82549E+13;DOIS IRMAOS;RS;4306403
8629;8,74825E+13;DOM PEDRITO;RS;4306601
8633;8,83492E+13;ENCANTADO;RS;4306809
8637;8,76135E+13;ERECHIM;RS;4307005
8639;8,80804E+13;HERVAL;RS;4307104
8643;8,76132E+13;ERVAL SECO;RS;4307302
8647;8,76127E+13;ESPUMOSO;RS;4307500
8651;8,81505E+13;ESTEIO;RS;4307708
8655;8,98489E+13;FARROUPILHA;RS;4307906
8659;8,78383E+13;FELIZ;RS;4308102
8663;8,76128E+13;FONTOURA XAVIER;RS;4308300
8665;9,72281E+13;FORMIGUEIRO;RS;4308409
8669;8,8595E+13;GARIBALDI;RS;4308607
8673;8,81177E+13;GENERAL CAMARA;RS;4308805
8679;8,7613E+13;GIRUA;RS;4309001
8683;8,7891E+13;GRAVATAI;RS;4309209
8687;8,78624E+13;GUAPORE;RS;4309407
8703;8,83798E+13;IGREJINHA;RS;4310108
8707;8,81864E+13;ILOPOLIS;RS;4310306
8711;8,76129E+13;IRAI;RS;4310504
8719;8,76134E+13;JACUTINGA;RS;4310900
8723;8,7572E+13;JAGUARI;RS;4311106
8727;8,76136E+13;LAGOA VERMELHA;RS;4311304
8731;8,82013E+13;LAVRAS DO SUL;RS;4311502
8733;8,90306E+13;LIBERATO SALZANO;RS;4311601
8735;8,76136E+13;MACHADINHO;RS;4311700
8737;8,75991E+13;MARAU;RS;4311809
8739;8,76133E+13;MARCELINO RAMOS;RS;4311908
8743;8,84854E+13;MATA;RS;4312104
8747;8,76131E+13;MIRAGUAI;RS;4312302
8751;8,80009E+13;MOSTARDAS;RS;4312500
8755;8,76135E+13;NAO-ME-TOQUE;RS;4312658
8763;8,86007E+13;NOVA BRESCIA;RS;4313003
8771;8,82549E+13;NOVO HAMBURGO;RS;4313409
8775;8,76136E+13;PAIM FILHO;RS;4313607
8779;8,76129E+13;PALMITINHO;RS;4313805
8783;8,75029E+13;PARAI;RS;4314001
8787;8,886E+13;PEDRO OSORIO;RS;4314209
8791;8,74555E+13;PELOTAS;RS;4314407
8799;8,7344E+13;PORTAO;RS;4314803
8802;;DEMAIS MUNICIPIOS;RS;0
8803;8,76137E+13;PORTO LUCENA;RS;4315008
8807;8,81868E+13;PUTINGA;RS;4315206
8811;8,76131E+13;REDENTORA;RS;4315404
8815;8,85669E+13;RIO GRANDE;RS;4315602
8823;9,0937E+13;ROLANTE;RS;4316006
8825;8,77115E+13;RONDA ALTA;RS;4316105
8829;8,7613E+13;ROQUE GONZALES;RS;4316303
8833;8,78608E+13;SALVADOR DO SUL;RS;4316501
8837;8,84965E+13;SANTA BARBARA DO SUL;RS;4316709
8845;8,8125E+13;SANTANA DO LIVRAMENTO;RS;4317103
8849;8,88241E+13;SANTA VITORIA DO PALMAR;RS;4317301
8853;8,76131E+13;SANTO ANGELO;RS;4317509
8857;8,7613E+13;SANTO ANTONIO DAS MISSOES;RS;4317707
8861;8,76128E+13;SANTO CRISTO;RS;4317905
8865;8,78969E+13;SAO FRANCISCO DE ASSIS;RS;4318101
8873;8,85689E+13;SAO JOSE DO NORTE;RS;4318507
8877;8,98147E+13;SAO LEOPOLDO;RS;4318705
8879;8,78931E+13;SAO LOURENCO DO SUL;RS;4318804
8883;8,88183E+13;SAO MARCOS;RS;4319000
8887;8,7613E+13;SAO NICOLAU;RS;4319208
8893;8,83709E+13;SAO SEBASTIAO DO CAI;RS;4319505
8897;8,76134E+13;SAO VALENTIM;RS;4319703
8901;8,8185E+13;SAPUCAIA DO SUL;RS;4320008
8905;8,76132E+13;SEBERI;RS;4320206
8909;8,8598E+13;SERAFINA CORREA;RS;4320404
8923;8,76135E+13;TAPERA;RS;4321006
8927;9,77614E+13;TAQUARA;RS;4321204
8933;8,78768E+13;TORRES;RS;4321501
8941;8,76132E+13;TRES PASSOS;RS;4321907
8949;8,76136E+13;TUPARENDI;RS;4322301
8953;8,78667E+13;VACARIA;RS;4322509
8957;9,86614E+13;VERA CRUZ;RS;4322707
8965;8,76129E+13;VICENTE DUTRA;RS;4323101
8967;9,08367E+13;PALMARES DO SUL;RS;4313656
8971;8,8427E+13;TAVARES;RS;4321352
8983;1,5024E+13;PARANATINGA;MT;5106307
8985;1,5024E+13;SINOP;MT;5107909
8989;1,50239E+13;ARAPUTANGA;MT;5101258
8991;1,50239E+13;JAURU;MT;5105002
8995;1,5024E+13;RIO BRANCO;MT;5107206
8997;1,5024E+13;SALTO DO CEU;MT;5107750
9001;3,50757E+12;ACORIZAL;MT;5100102
9003;3,18407E+12;AGUA CLARA;MS;5000203
9005;3,57984E+12;ALTO ARAGUAIA;MT;5100300
9009;3,64853E+12;ALTO PARAGUAI;MT;5100508
9011;3,56843E+12;AMAMBAI;MS;5000609
9013;3,45231E+12;ANASTACIO;MS;5000708
9015;3,57573E+12;ANAURILANDIA;MS;5000807
9017;3,56793E+12;ANTONIO JOAO;MS;5000906
9021;3,4523E+12;AQUIDAUANA;MS;5001102
9027;3,5075E+12;ARIPUANA;MT;5101407
9033;3,50752E+12;BARRA DO BUGRES;MT;5101704
9037;3,57622E+12;BATAGUASSU;MS;5001904
9041;3,21792E+12;BELA VISTA;MS;5002100
9045;3,18406E+12;BRASILANDIA;MS;5002308
9047;3,21415E+12;CACERES;MT;5102504
9052;;DEMAIS MUNICIPIOS;MS;0
9055;3,1559E+12;CAARAPO;MS;5002407
9061;3,50153E+12;CORGUINHO;MS;5003108
9063;3,33046E+12;CORUMBA;MS;5003207
9067;3,53306E+12;CUIABA;MT;5103403
9068;;DEMAIS MUNICIPIOS;MT;0
9069;3,64854E+12;DIAMANTINO;MT;5103502
9073;3,15593E+12;DOURADOS;MS;5003702
9077;3,50361E+12;GENERAL CARNEIRO;MT;5103908
9079;3,15594E+12;GLORIA DE DOURADOS;MS;5004007
9085;3,56832E+12;IGUATEMI;MS;5004304
9089;3,157E+12;ITAPORA;MS;5004502
9091;3,37025E+12;ITIQUIRA;MT;5104609
9097;3,50153E+12;JARAGUARI;MS;5004908
9101;3,78386E+12;JATEI;MS;5005103
9109;3,21416E+12;VILA BELA DA SANTISSIMA TRINDADE;MT;5105507
9115;3,0737E+12;NIOAQUE;MS;5005806
9119;3,42517E+12;NORTELANDIA;MT;5106000
9125;3,34312E+12;PARANAIBA;MS;5006309
9129;3,16287E+12;POCONE;MT;5106505
9131;3,43479E+12;PONTA PORA;MS;5006606
9135;3,20419E+12;PORTO DOS GAUCHOS;MT;5106802
9141;3,50154E+12;RIBAS DO RIO PARDO;MS;5007109
9145;3,50156E+12;RIO NEGRO;MS;5007307
9149;3,50157E+12;ROCHEDO;MS;5007505
9151;3,3471E+12;RONDONOPOLIS;MT;5107602
9159;3,50158E+12;TERENOS;MS;5008008
9163;3,50365E+12;TORIXOREU;MT;5108204
9169;3,74765E+12;ANGELICA;MS;5000856
9173;3,74168E+12;ELDORADO;MS;5003751
9177;3,75548E+12;MIRASSOL D'OESTE;MT;5105622
9183;3,91887E+12;SAO FELIX DO ARAGUAIA;MT;5107859
9185;3,78824E+12;TANGARA DA SERRA;MT;5107958
9187;2,46445E+13;VICENTINA;MS;5008404
9193;1,50239E+13;CANARANA;MT;5102702
9195;1,5024E+13;NOVA XAVANTINA;MT;5106257
9197;1,50317E+13;SANTA TEREZINHA;MT;5107776
9201;1,29833E+12;ABADIANIA;GO;5200100
9203;1,17305E+12;AGUA LIMPA;GO;5200209
9205;1,29898E+12;ALEXANIA;GO;5200308
9209;1,34554E+12;ALOANDIA;GO;5200506
9213;1,80024E+12;ALVORADA;TO;1700707
9217;1,06707E+12;AMORINOPOLIS;GO;5200902
9225;2,26237E+12;ANICUNS;GO;5201306
9237;2,07062E+12;ARAGUACEMA;TO;1701903
9241;1,83079E+12;ARAGUAINA;TO;1702109
9249;1,06708E+12;ARUANA;GO;5202502
9255;1,21584E+12;AVELINOPOLIS;GO;5202809
9259;2,40125E+12;BABACULANDIA;TO;1703008
9263;2,35568E+12;BARRO ALTO;GO;5203203
9267;2,18671E+12;BOM JARDIM DE GOIAS;GO;5203401
9271;1,75674E+12;BRAZABRANTES;GO;5203609
9277;1,34591E+12;BURITI ALEGRE;GO;5203906
9281;2,05676E+12;CACHOEIRA ALTA;GO;5204102
9285;1,16429E+12;CACU;GO;5204300
9287;1,16495E+12;CAIAPONIA;GO;5204409
9291;2,26224E+12;CAMPESTRE DE GOIAS;GO;5204607
9295;1,76361E+12;CAMPO ALEGRE DE GOIAS;GO;5204805
9299;2,54254E+12;CARMO DO RIO VERDE;GO;5205000
9303;1,31933E+12;CATURAI;GO;5205208
9307;1,13171E+12;CERES;GO;5205406
9311;1,79548E+12;COLINAS DO TOCANTINS;TO;1705508
9317;1,11885E+12;CORUMBA DE GOIAS;GO;5205802
9321;2,1331E+12;COUTO DE MAGALHAES;TO;1706001
9323;1,06716E+12;CRISTALANDIA;TO;1706100
9325;1,13812E+12;CRISTALINA;GO;5206206
9329;2,38207E+12;CRIXAS;GO;5206404
9333;1,30273E+12;CUMARI;GO;5206602
9337;1,06716E+12;DAMOLANDIA;GO;5206800
9343;1,33536E+12;DIORAMA;GO;5207105
9345;2,07056E+12;DOIS IRMAOS DO TOCANTINS;TO;1707207
9349;1,78808E+12;EDEIA;GO;5207402
9353;1,91531E+12;FAZENDA NOVA;GO;5207600
9359;1,7405E+12;FLORES DE GOIAS;GO;5207907
